run_id,experiment,variant,timestamp_unix_ms,endpoint,slow_score,p99_latency_ms,route_weight,state
20260607-214314,single_instance_delay,adaptive_p2c,1780839823594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839824593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839825593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839826593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839827594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839828594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839829594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839830594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839831594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839832594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839833594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839834594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839835594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839836593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839837593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839838594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839839593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839840594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839841594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839842594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839843593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839844594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839845594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839846593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839847594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839848594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839849593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839850594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839851593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
